Fecha,Hora,Frecuencia Referencia (Hz),Frecuencia Salida (Hz),Corriente VDF (A),Tensión Salida VDF (V),Tensión Bus DC (V),Corriente T1 Out (A),Corriente T2 Out (A),Corriente T3 Out (A),Corriente Motor (A),Tensión L1 In (VAC),Tensión L2 In (VAC),Tensión L3 In (VAC),Tensión T1 Out (VAC),Tensión T2 Out (VAC),Tensión T3 Out (VAC),Potencia Activa Out (KW),Factor de Potencia Salida (),Presión Intake (Psia),Presión Descarga (Psia),Temperatura Intake (°F),Temperatura Motor (°F),Vibración Eje X (Gs),Vibración Eje Y (Gs),Vibración Eje Z (Gs),Corriente de Fuga (mA),Corriente de Sistema (mA),Presión Cabeza (Psia),Temperatura Cabeza (°C),Flujo Másico (Kg/h),Densidad (gr/cm3),BS&W (%),Sensor Toroide 1,Sensor Toroide 2,Sensor Toroide 3,Unidades de Variables,Código de Aplicación,Nombre de Pozo,Eventos y Fallas 
03/01/25,12:45:17,60.00,60.00,137,475.0,664,190,171,188,28,0,0,0,465,452,453,84,0.569,314.6,3506.3,215.9,298.4,0.023,0.00,0.050,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:45:47,60.00,60.00,138,475.0,663,192,177,186,28,0,0,0,459,462,478,83,0.573,316.5,3504.3,216.0,298.4,0.018,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:46:17,60.00,60.00,137,475.0,663,191,172,187,28,0,0,0,461,464,463,83,0.568,315.9,3503.7,215.9,298.4,0.022,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:46:47,60.00,60.00,137,475.0,665,192,171,187,28,0,0,0,457,460,451,83,0.571,315.3,3504.3,215.9,298.6,0.023,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:47:17,60.00,60.00,137,475.0,664,191,174,190,28,0,0,0,459,454,451,83,0.572,315.4,3502.7,215.9,298.5,0.023,0.00,0.038,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:47:47,60.00,60.00,137,475.0,662,189,174,188,28,0,0,0,461,455,451,83,0.569,315.4,3505.5,215.9,298.4,0.030,0.00,0.050,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:48:18,60.00,60.00,138,475.0,666,191,176,188,28,0,0,0,461,462,461,85,0.575,316.3,3506.9,215.9,298.4,0.017,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:48:48,60.00,60.00,137,475.0,662,190,172,187,28,0,0,0,465,453,451,82,0.567,315.9,3506.0,215.9,298.4,0.022,0.00,0.035,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:49:18,60.00,60.00,137,475.0,663,190,175,189,28,0,0,0,456,457,447,82,0.568,315.7,3503.3,216.5,298.5,0.023,0.00,0.049,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:49:48,60.00,60.00,138,475.0,665,190,175,189,28,0,0,0,457,456,450,84,0.575,316.0,3507.1,216.0,298.5,0.025,0.00,0.048,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:50:18,60.00,60.00,137,475.0,662,193,175,186,28,0,0,0,463,469,479,84,0.569,315.8,3506.0,216.0,298.7,0.025,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:50:48,60.00,60.00,138,475.0,663,192,172,187,28,0,0,0,470,453,459,83,0.566,315.8,3505.4,216.0,298.7,0.025,0.00,0.047,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:51:18,60.00,60.00,138,475.0,664,192,171,187,28,0,0,0,467,455,455,83,0.567,316.3,3504.5,215.9,298.4,0.042,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:51:48,60.00,60.00,138,475.0,662,189,175,190,28,0,0,0,456,458,452,83,0.562,316.5,3504.0,216.0,298.5,0.026,0.00,0.044,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:52:18,60.00,60.00,138,475.0,662,190,177,190,28,0,0,0,460,457,452,83,0.567,316.3,3504.8,216.0,298.5,0.022,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:52:48,60.00,60.00,140,475.0,664,192,178,191,29,0,0,0,454,465,458,84,0.566,315.5,3503.4,216.0,298.7,0.025,0.00,0.048,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:53:18,60.00,60.00,138,475.0,663,188,175,190,28,0,0,0,463,454,456,83,0.567,315.7,3504.0,215.9,298.3,0.027,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:53:49,60.00,60.00,138,475.0,661,188,175,190,28,0,0,0,460,454,453,83,0.567,316.8,3502.1,215.9,298.4,0.022,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:54:18,60.00,60.00,140,475.0,663,193,176,188,28,0,0,0,467,455,457,83,0.564,314.9,3502.0,215.9,298.6,0.023,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:54:49,60.00,60.00,138,475.0,662,193,177,188,28,0,0,0,469,470,476,84,0.568,315.2,3502.3,215.9,298.6,0.023,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:55:19,60.00,60.00,140,475.0,662,195,177,188,28,0,0,0,469,468,471,83,0.566,315.5,3503.2,215.9,298.4,0.023,0.00,0.045,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:55:49,60.00,60.00,138,475.0,665,195,178,188,29,0,0,0,457,464,461,82,0.563,314.9,3503.7,215.9,298.4,0.023,0.00,0.039,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:56:19,60.00,60.00,138,475.0,663,192,176,189,28,0,0,0,468,453,460,83,0.568,316.7,3505.1,215.9,298.4,0.017,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:56:49,60.00,60.00,140,475.0,665,195,176,186,28,0,0,0,470,470,480,84,0.567,315.8,3503.9,215.9,298.4,0.022,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:57:19,60.00,60.00,140,475.0,662,196,175,187,28,0,0,0,464,458,465,84,0.574,316.5,3502.8,216.5,298.5,0.024,0.00,0.045,0,10.4,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:57:49,60.00,60.00,138,475.0,663,193,177,187,28,0,0,0,456,470,462,82,0.566,316.0,3505.2,216.1,298.5,0.025,0.00,0.034,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:58:19,60.00,60.00,140,475.0,663,196,176,186,28,0,0,0,466,459,467,84,0.570,316.1,3502.6,216.0,298.6,0.025,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:58:49,60.00,60.00,138,475.0,663,186,174,188,28,0,0,0,461,457,456,83,0.570,315.6,3502.4,216.0,298.4,0.023,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:59:19,60.00,60.00,138,475.0,662,189,176,188,28,0,0,0,456,467,461,84,0.570,316.5,3502.7,215.9,298.5,0.042,0.00,0.048,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,12:59:49,60.00,60.00,138,475.0,660,192,176,188,28,0,0,0,454,466,463,83,0.568,316.6,3500.6,216.0,298.5,0.026,0.00,0.048,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:00:20,60.00,60.00,138,475.0,663,192,176,188,28,0,0,0,456,464,454,83,0.571,315.3,3504.8,216.0,298.5,0.025,0.00,0.048,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:00:50,60.00,60.00,140,475.0,665,190,177,190,28,0,0,0,456,462,465,84,0.577,315.7,3503.5,216.0,298.5,0.029,0.00,0.050,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:01:19,60.00,60.00,138,475.0,664,190,177,190,28,0,0,0,463,457,463,83,0.565,315.4,3502.2,216.0,298.3,0.027,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:01:50,60.00,60.00,138,475.0,663,193,175,188,28,0,0,0,457,461,465,83,0.567,315.6,3502.2,215.9,298.4,0.022,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:02:20,60.00,60.00,140,475.0,665,190,176,190,28,0,0,0,458,457,446,84,0.571,315.3,3500.5,215.9,298.6,0.023,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:02:50,60.00,60.00,138,475.0,665,193,178,189,28,0,0,0,461,472,469,83,0.568,315.7,3499.5,215.9,298.5,0.027,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:03:20,60.00,60.00,138,475.0,663,193,172,188,28,0,0,0,465,464,470,84,0.570,315.6,3499.7,215.9,298.4,0.025,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:03:50,60.00,60.00,138,475.0,664,193,171,188,28,0,0,0,465,465,466,82,0.563,315.5,3498.9,215.9,298.6,0.027,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:04:20,60.00,60.00,138,475.0,660,191,171,186,28,0,0,0,456,457,460,83,0.572,317.1,3499.3,215.9,298.4,0.021,0.00,0.046,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:04:50,60.00,60.00,138,475.0,664,190,176,189,28,0,0,0,468,454,459,84,0.572,315.6,3498.3,215.9,298.6,0.023,0.00,0.042,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:05:20,60.00,60.00,137,475.0,663,193,173,186,28,0,0,0,468,470,477,84,0.572,317.0,3501.5,216.5,298.7,0.027,0.00,0.048,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:05:50,60.00,60.00,137,475.0,664,191,172,185,28,0,0,0,466,455,461,84,0.574,316.3,3501.4,216.0,298.6,0.029,0.00,0.034,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:06:20,60.00,60.00,138,475.0,665,194,176,188,28,0,0,0,461,464,468,84,0.576,316.3,3500.5,216.0,298.6,0.025,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:06:51,60.00,60.00,137,475.0,665,194,173,185,28,0,0,0,467,463,473,83,0.568,315.6,3500.2,216.0,298.4,0.023,0.00,0.039,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:07:21,60.00,60.00,137,475.0,661,193,177,187,28,0,0,0,460,463,467,85,0.576,316.2,3501.4,216.0,298.5,0.042,0.00,0.048,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:07:51,60.00,60.00,138,475.0,662,187,176,190,28,0,0,0,461,456,458,83,0.564,317.0,3499.0,216.0,298.7,0.022,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:08:21,60.00,60.00,137,475.0,663,188,174,187,28,0,0,0,466,452,459,84,0.570,316.1,3499.6,216.0,298.5,0.029,0.00,0.047,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:08:51,60.00,60.00,138,475.0,662,195,173,187,28,0,0,0,461,460,465,83,0.566,315.1,3497.8,215.9,298.4,0.033,0.00,0.043,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:09:21,60.00,60.00,137,475.0,662,192,175,187,28,0,0,0,456,467,463,82,0.566,317.3,3496.1,216.0,298.4,0.018,0.00,0.042,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:09:51,60.00,60.00,138,475.0,662,189,175,189,28,0,0,0,457,463,462,84,0.573,315.9,3493.9,215.9,298.4,0.022,0.00,0.039,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:10:21,60.00,60.00,138,475.0,664,196,174,187,28,0,0,0,471,466,479,83,0.567,315.2,3493.8,215.9,298.5,0.027,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:10:51,60.00,60.00,141,475.0,661,188,174,192,28,0,0,0,457,458,455,84,0.570,315.2,3493.9,215.9,298.3,0.027,0.00,0.045,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:11:21,60.00,60.00,138,475.0,661,189,173,188,28,0,0,0,466,456,464,84,0.568,315.3,3493.7,215.9,298.3,0.026,0.00,0.046,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:11:51,60.00,60.00,140,475.0,666,196,176,189,29,0,0,0,473,468,480,84,0.567,315.4,3494.2,215.9,298.3,0.024,0.00,0.046,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:12:22,60.00,60.00,140,475.0,662,193,178,194,29,0,0,0,455,467,454,84,0.566,316.0,3492.3,215.9,298.4,0.018,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:12:51,60.00,60.00,140,475.0,664,190,176,191,28,0,0,0,454,465,460,84,0.565,315.1,3490.6,215.9,298.4,0.027,0.00,0.050,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:13:21,60.00,60.00,140,475.0,667,192,178,192,28,0,0,0,461,458,456,84,0.567,316.0,3492.6,216.0,298.5,0.024,0.00,0.048,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:13:52,60.00,60.00,138,475.0,664,190,175,191,28,0,0,0,457,458,454,83,0.568,316.0,3490.6,216.0,298.5,0.029,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:14:22,60.00,60.00,138,475.0,663,193,176,184,28,0,0,0,461,459,476,84,0.568,316.5,3488.6,216.0,298.5,0.024,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:14:52,60.00,60.00,140,475.0,665,192,177,193,29,0,0,0,455,467,455,84,0.570,315.8,3487.6,215.9,298.3,0.023,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:15:22,60.00,60.00,138,475.0,665,193,178,191,29,0,0,0,455,461,448,83,0.568,316.6,3488.9,216.0,298.5,0.025,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:15:52,60.00,60.00,138,475.0,664,193,177,183,28,0,0,0,463,455,476,83,0.570,315.8,3491.0,216.0,298.5,0.024,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:16:22,60.00,60.00,140,475.0,664,191,176,189,28,0,0,0,460,459,457,83,0.565,315.7,3488.6,216.0,298.4,0.024,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:16:52,60.00,60.00,138,475.0,663,195,178,190,28,0,0,0,455,467,457,83,0.565,316.0,3487.6,215.9,298.4,0.023,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:17:22,60.00,60.00,138,475.0,663,192,177,190,28,0,0,0,463,457,452,83,0.568,317.5,3488.4,216.4,298.5,0.024,0.00,0.043,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:17:52,60.00,60.00,138,475.0,664,191,176,190,28,0,0,0,458,459,447,83,0.569,316.2,3487.7,216.0,298.6,0.023,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:18:22,60.00,60.00,137,475.0,665,191,173,188,28,0,0,0,456,461,457,84,0.574,316.0,3486.9,216.0,298.4,0.029,0.00,0.047,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:18:53,60.00,60.00,138,475.0,663,190,173,188,28,0,0,0,463,460,464,83,0.566,315.8,3487.5,216.0,298.4,0.023,0.00,0.045,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:19:23,60.00,60.00,137,475.0,663,191,173,188,28,0,0,0,457,460,455,83,0.568,316.8,3488.2,216.0,298.4,0.039,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:19:53,60.00,60.00,137,475.0,664,192,174,183,28,0,0,0,459,459,479,82,0.566,317.7,3490.0,216.0,298.4,0.020,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:20:23,60.00,60.00,138,475.0,664,191,174,188,28,0,0,0,461,458,464,83,0.569,317.1,3491.9,216.0,298.4,0.023,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:20:53,60.00,60.00,138,475.0,663,193,176,185,28,0,0,0,461,461,478,83,0.567,315.7,3492.5,215.9,298.3,0.024,0.00,0.043,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:21:23,60.00,60.00,138,475.0,665,191,173,186,28,0,0,0,465,463,470,83,0.565,316.3,3493.3,215.9,298.4,0.020,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:21:53,60.00,60.00,138,475.0,663,193,175,184,28,0,0,0,461,463,482,83,0.565,315.6,3490.2,215.9,298.3,0.023,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:22:23,60.00,60.00,138,475.0,662,190,177,191,28,0,0,0,462,461,453,84,0.572,315.7,3489.7,215.9,298.5,0.027,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:22:53,60.00,60.00,138,475.0,664,193,176,184,28,0,0,0,461,463,480,83,0.565,315.5,3488.3,215.9,298.3,0.024,0.00,0.045,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:23:23,60.00,60.00,138,475.0,664,192,172,190,28,0,0,0,458,463,449,83,0.571,315.1,3487.4,215.9,298.3,0.027,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:23:53,60.00,60.00,138,475.0,663,191,176,191,28,0,0,0,456,457,453,83,0.571,315.5,3487.2,215.9,298.3,0.022,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:24:24,60.00,60.00,137,475.0,666,193,172,189,28,0,0,0,459,459,451,83,0.568,315.7,3485.8,215.9,298.4,0.022,0.00,0.046,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
03/01/25,13:24:54,60.00,60.00,137,475.0,664,189,176,190,28,0,0,0,458,457,453,83,0.568,315.4,3484.2,216.5,298.4,0.023,0.00,0.041,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
